826	Blue - Medium	6b9ebf
825	Blue - Dark	4781a5
824	Blue - Very Dark	396987
996	Electric Blue - Medium	30c2ec
3843	Electric Blue	14aad0
995	Electric Blue - Dark	2696b6
3846	Turquoise - Light Bright	06e3e6
3845	Turquoise - Medium Bright	04c4ca
3844	Turquoise - Dark Bright	12aeba
159	Gray Blue - Light	c7cad7
160	Gray Blue - Medium	999fb7
161	Gray Blue	7880a4
3756	Baby Blue - Ultra Very Light	eefcfc
775	Baby Blue - Very Light	d9ebf1
3841	Baby Blue - Pale	cddfed
3325	Baby Blue - Light	b8d2e6
3755	Baby Blue	93b4ce
334	Baby Blue - Medium	739fc1
322	Baby Blue - Dark	5a8fb8
312	Baby Blue - Very Dark	35668b
803	Baby Blue - Ultra Very Dark	2c597c
336	Navy Blue	253b73
823	Navy Blue - Dark	213063
939	Navy Blue - Very Dark	1b2853
3753	Antique Blue - Ultra Very Light	dbe2e9
3752	Antique Blue - Very Light	c7d1db
932	Antique Blue - Light	a2b5c6
931	Antique Blue - Medium	6a859e
930	Antique Blue - Dark	455c71
3750	Antique Blue - Very Dark	384c5e
828	Sky Blue - Very Light	c5e8ed
3761	Sky Blue - Light	acd8e2
519	Sky Blue	7eb1c8
518	Wedgewood - Light	4f93a7
3760	Wedgewood - Medium	3e85a2
517	Wedgewood - Dark	3b768f
3842	Wedgewood - Very Dark	32667c
311	Navy Blue - Medium	1c5066
747	Peacock Blue - Very Light	e5fcfd
3766	Peacock Blue - Light	99cfd9
807	Peacock Blue	64abba
806	Peacock Blue - Dark	3d95a5
3765	Peacock Blue - Very Dark	347f8c
3811	Turquoise - Very Light	bce3e6
598	Turquoise - Light	90c3cc
597	Turquoise	5ba3b3
3810	Turquoise - Dark	488e9a
3809	Turquoise - Very Dark	3f7c85
3808	Turquoise - Ultra Very Dark	366970
928	Gray Green - Very Light	dde3e3
927	Gray Green - Light	bdcbcb
926	Gray Green - Medium	98aeae
3768	Gray Green - Dark	657f7f
924	Gray Green - Very Dark	566a6a
3849	Teal Green - Light	52b3ae
3848	Teal Green - Medium	419392
3847	Teal Green - Dark	347d75
964	Seagreen - Light	a9e2d8
959	Seagreen - Medium	59c7b4
958	Seagreen - Dark	3eb6a1
3812	Seagreen - Very Dark	2f8c84
3851	Green Bright - Light	49b3a1
943	Aquamarine - Medium	3d9384
3850	Green Bright - Dark	378477
993	Aquamarine - Very Light	90c0b4
992	Aquamarine - Light	6fae9f
3814	Aquamarine	508b7d
991	Aquamarine - Dark	477b6e
966	Baby Green - Medium	b9d7c0
564	Jade - Very Light	a7cdaf
563	Jade - Light	8fc098
562	Jade - Medium	53976a
505	Jade Green	338362
3817	Celadon Green - Light	99c3aa
3816	Celadon Green	65a57d
163	Celadon Green - Medium	4d8361
3815	Celadon Green - Dark	477759
561	Jade - Very Dark	2c6a45
504	Blue Green - Very Light	c4decc
3813	Blue Green - Light	b2d4bd
503	Blue Green - Medium	7bac94
502	Blue Green	5b9071
501	Blue Green - Dark	396f52
500	Blue Green - Very Dark	044d33
955	Nile Green - Light	a2d6ad
954	Nile Green	88ba91
913	Nile Green - Medium	6dab77
912	Emerald Green - Light	1b9d6b
911	Emerald Green - Medium	189065
910	Emerald Green - Dark	187e56
909	Emerald Green - Very Dark	156f49
3818	Emerald Green - Ultra Very Dark	115a3b
369	Pistachio Green - Very Light	d7edcc
368	Pistachio Green - Light	a6c298
320	Pistachio Green - Medium	69885a
367	Pistachio Green - Dark	617a52
319	Pistachio Green - Very Dark	205f2e
890	Pistachio Green - Ultra Dark	174923
164	Forest Green - Light	c8d8b8
989	Forest Green	8da675
988	Forest Green - Medium	738b5b
987	Forest Green - Dark	587141
986	Forest Green - Very Dark	405230
772	Yellow Green - Very Light	e4ecd4
3348	Yellow Green - Light	ccd9b1
3347	Yellow Green - Medium	71935c
3346	Hunter Green	406a3a
3345	Hunter Green - Dark	1b5915
895	Hunter Green - Very Dark	1b5300
704	Chartreuse - Bright	9ecf34
703	Chartreuse	7bb547
702	Kelly Green	47a72f
701	Green - Light	3f8f29
700	Green - Bright	07731b
699	Green	056517
907	Parrot Green - Light	c7e666
906	Parrot Green - Medium	7fb335
905	Parrot Green - Dark	628a28
904	Parrot Green - Very Dark	557822
472	Avocado Green - Ultra Light	d8e498
471	Avocado Green - Very Light	aebf79
470	Avocado Green - Light	94ab4f
469	Avocado Green	72843c
937	Avocado Green - Medium	627133
936	Avocado Green - Very Dark	4c5826
935	Avocado Green - Dark	424d21
934	Avocado Green - Black	313919
523	Fern Green - Light	abb197
3053	Green Gray	9ca482
3052	Green Gray - Medium	889268
3051	Green Gray - Dark	5f6648
524	Fern Green - Very Light	c4cdac
522	Fern Green	969e7e
520	Fern Green - Dark	666d4f
3364	Pine Green	83975f
3363	Pine Green - Medium	728256
3362	Pine Green - Dark	5e6b47
165	Moss Green - Very Light	eff4a4
3819	Moss Green - Light	e0e868
166	Moss Green - Medium Light	c0c840
581	Moss Green	a7ae38
580	Moss Green - Dark	888d33
734	Olive Green - Light	c7c077
733	Olive Green - Medium	bcb34c
732	Olive Green	948c36
731	Olive Green - Dark	938b37
730	Olive Green - Very Dark	827b30
3013	Khaki Green - Light	b9b982
3012	Khaki Green - Medium	a6a75d
3011	Khaki Green - Dark	898a58
372	Mustard - Light	ccb784
371	Mustard	bfa671
370	Mustard - Medium	b89d64
834	Golden Olive - Very Light	dbbe7f
833	Golden Olive - Light	c8ab6c
832	Golden Olive	bd9b51
831	Golden Olive - Medium	aa8f56
830	Golden Olive - Dark	8d784b
829	Golden Olive - Very Dark	7e6b42
613	Drab Brown - Very Light	dcc4aa
612	Drab Brown - Light	bc9a78
611	Drab Brown	967656
610	Drab Brown - Dark	796047
3047	Yellow Beige - Light	e7d6c1
3046	Yellow Beige - Medium	d8bc9a
3045	Yellow Beige - Dark	bc966a
167	Yellow Beige - Very Dark	a77c49
746	Off White	fcfcee
677	Old Gold - Very Light	f5eccb
422	Hazelnut Brown - Light	c69f7b
3828	Hazelnut Brown	b78b61
420	Hazelnut Brown - Dark	a07042
869	Hazelnut Brown - Very Dark	835e39
728	Topaz	e4b468
783	Topaz - Medium	ce9124
782	Topaz - Dark	ae7720
781	Topaz - Very Dark	a26d20
780	Topaz - Ultra Very Dark	94631a
676	Old Gold - Light	e5ce97
729	Old Gold - Medium	d0a53e
680	Old Gold - Dark	bc8d0e
3829	Old Gold - Very Dark	a98204
3822	Straw - Light	f6dc98
3821	Straw	f3ce75
3820	Straw - Dark	dfb65f
3852	Straw - Very Dark	cd9d37
445	Lemon - Light	fffb8b
307	Lemon	fded54
973	Canary - Bright	ffe300
444	Lemon - Dark	ffd600
3078	Golden Yellow - Very Light	fdf9cd
727	Topaz - Very Light	fff1af
726	Topaz - Light	fdd755
725	Topaz - Medium Light	ffc840
972	Canary - Deep	ffb515
745	Yellow - Pale Light	ffe9ad
744	Yellow - Pale	ffe793
743	Yellow - Medium	fed376
742	Tangerine - Light	ffbf57
741	Tangerine - Medium	ffa32b
740	Tangerine	ff8b00
970	Pumpkin - Light	f78b13
971	Pumpkin	f67f00
947	Burnt Orange	ff7b4d
946	Burnt Orange - Medium	eb6307
900	Burnt Orange - Dark	d15807
967	Apricot - Very Light	ffded5
3824	Apricot - Light	fecdc2
3341	Apricot	fcab98
3340	Apricot - Medium	ff836f
608	Orange - Bright	fd5d35
606	Orange Red - Bright	fa3203
951	Tawny - Light	ffe2cf
3856	Mahogany - Ultra Very Light	ffd3b5
722	Orange Spice - Light	f7976f
721	Orange Spice - Medium	f27842
720	Orange Spice - Dark	e55c1f
3825	Pumpkin - Pale	fdbd96
922	Copper - Light	e27323
921	Copper	c66218
920	Copper - Medium	ac5414
919	Red Copper	a64510
918	Red Copper - Dark	82340a
3770	Tawny - Very Light	ffeee3
945	Tawny	fbd5bb
402	Mahogany - Very Light	f7a777
3776	Mahogany - Light	cf7939
301	Mahogany - Medium	b35f2b
400	Mahogany - Dark	8f430f
300	Mahogany - Very Dark	6f2f00
3823	Yellow - Ultra Pale	fffde3
3855	Autumn Gold - Light	fad396
3854	Autumn Gold - Medium	f2af68
3853	Autumn Gold - Dark	f29746
3827	Golden Brown - Pale	f7bb77
977	Golden Brown - Light	dc9c56
976	Golden Brown - Medium	c28142
3826	Golden Brown	ad7239
975	Golden Brown - Dark	914f12
948	Peach - Very Light	fee7da
754	Peach - Light	f7cbbf
3771	Terra Cotta - Ultra Very Light	f4bba9
758	Terra Cotta - Very Light	eeaa9b
3778	Terra Cotta - Light	d98978
356	Terra Cotta - Medium	c56a5b
3830	Terra Cotta	b95544
355	Terra Cotta - Dark	984436
3777	Terra Cotta - Very Dark	863022
3779	Rosewood - Ultra Very Light	f8cac8
3859	Rosewood - Light	ba8b7c
3858	Rosewood - Medium	964a3f
3857	Rosewood - Dark	68251a
3774	Desert Sand - Very Light	f3e1d7
950	Desert Sand - Light	eed3c4
3064	Desert Sand	c48e70
407	Desert Sand - Dark	bb8161
3773	Desert Sand - Medium	b67552
3772	Desert Sand - Very Dark	a06c50
632	Desert Sand - Ultra Very Dark	875539
453	Shell Gray - Light	d7cecb
452	Shell Gray - Medium	c0b3ae
451	Shell Gray - Dark	917b73
3861	Cocoa - Light	a68881
3860	Cocoa	7d5d57
779	Cocoa - Dark	624b45
712	Cream	fffbef
739	Tan - Ultra Very Light	f8e4c8
738	Tan - Very Light	eccc9e
437	Tan - Light	e4bb8e
436	Tan	cb9051
435	Brown - Very Light	b87748
434	Brown - Light	985e33
433	Brown - Medium	7a451f
801	Coffee Brown - Dark	653919
898	Coffee Brown - Very Dark	492a13
938	Coffee Brown - Ultra Dark	361f0e
3371	Black Brown	1e1108
543	Beige Brown - Ultra Very Light	f2e3ce
3864	Mocha Beige - Light	cbb69c
3863	Mocha Beige - Medium	a4835c
3862	Mocha Beige - Dark	8a6e4e
3031	Mocha Brown - Very Dark	4b3c2a
B5200	Snow White	ffffff
White	White	fcfbf8
3865	Winter White	f9f7f1
Ecru	Ecru	f0eada
822	Beige Gray - Light	e7e2d3
644	Beige Gray - Medium	ddd8cb
642	Beige Gray - Dark	a49878
640	Beige Gray - Very Dark	857b61
3787	Brown Gray - Dark	625d50
3021	Brown Gray - Very Dark	4f4b41
3024	Brown Gray - Very Light	ebeae7
3023	Brown Gray - Light	b1aa97
3022	Brown Gray - Medium	8e9078
535	Ash Gray - Very Light	636458
3033	Mocha Brown - Very Light	e3d8cc
3782	Mocha Brown - Light	d2bca6
3032	Mocha Brown - Medium	b39f8b
3790	Beige Gray - Ultra Dark	7f6a55
3781	Mocha Brown - Dark	6b5743
3866	Mocha Brown - Ultra Very Light	faf6f0
842	Beige Brown - Very Light	d1baa1
841	Beige Brown - Light	b69b7e
840	Beige Brown - Medium	9a7c5c
839	Beige Brown - Dark	675541
838	Beige Brown - Very Dark	594937
3072	Beaver Gray - Very Light	e6e8e8
648	Beaver Gray - Light	bcb4ac
647	Beaver Gray - Medium	b0a69c
646	Beaver Gray - Dark	877d73
645	Beaver Gray - Very Dark	6e655c
844	Beaver Gray - Ultra Dark	484848
762	Pearl Gray - Very Light	ececec
415	Pearl Gray	d3d3d6
318	Steel Gray - Light	ababab
414	Steel Gray - Dark	8c8c8c
168	Pewter - Very Light	d1d1d1
169	Pewter - Light	848484
317	Pewter Gray	6c6c6c
413	Pewter Gray - Dark	565656
3799	Pewter Gray - Very Dark	424242
310	Black	000000
